OTUID	Group
ASV_1460	WT3
ASV_1498	WT3
ASV_1282	WT3
ASV_1390	WT3
ASV_1400	WT3
ASV_1480	WT3
ASV_1210	WT3
ASV_1447	WT3
ASV_1267	WT3
ASV_1274	WT3
ASV_1321	WT3
ASV_1421	WT3
ASV_1422	WT3
ASV_1512	WT3
ASV_1354	WT3
ASV_1514	WT3
ASV_156	WT4
ASV_218	WT4
ASV_310	WT4
ASV_233	WT4
ASV_357	WT4
ASV_459	WT4
ASV_867	WT4
ASV_365	WT4
ASV_854	WT4
ASV_339	WT4
ASV_422	WT4
ASV_567	WT4
ASV_427	WT4
ASV_1281	WT4
ASV_382	WT4
ASV_586	WT4
ASV_454	WT4
ASV_1125	WT4
ASV_1017	WT4
ASV_495	WT4
ASV_532	WT4
ASV_1520	WT4
ASV_423	WT4
ASV_717	WT4
ASV_1046	WT4
ASV_498	WT4
ASV_1259	WT4
ASV_871	WT4
ASV_460	WT4
ASV_590	WT4
ASV_547	WT4
ASV_580	WT4
ASV_1149	WT4
ASV_999	WT4
ASV_574	WT4
ASV_599	WT4
ASV_1036	WT4
ASV_524	WT4
ASV_677	WT4
ASV_681	WT4
ASV_493	WT4
ASV_919	WT4
ASV_488	WT4
ASV_551	WT4
ASV_649	WT4
ASV_611	WT4
ASV_1016	WT4
ASV_659	WT4
ASV_706	WT4
ASV_1254	WT4
ASV_540	WT4
ASV_963	WT4
ASV_972	WT4
ASV_997	WT4
ASV_1244	WT4
ASV_541	WT4
ASV_581	WT4
ASV_1351	WT4
ASV_564	WT4
ASV_686	WT4
ASV_1301	WT4
ASV_1410	WT4
ASV_1526	WT4
ASV_582	WT4
ASV_768	WT4
ASV_821	WT4
ASV_1315	WT4
ASV_533	WT4
ASV_635	WT4
ASV_645	WT4
ASV_713	WT4
ASV_656	WT4
ASV_791	WT4
ASV_801	WT4
ASV_864	WT4
ASV_873	WT4
ASV_715	WT4
ASV_771	WT4
ASV_648	WT4
ASV_650	WT4
ASV_778	WT4
ASV_1441	WT4
ASV_1528	WT4
ASV_911	WT4
ASV_1056	WT4
ASV_1355	WT4
ASV_1419	WT4
ASV_609	WT4
ASV_685	WT4
ASV_839	WT4
ASV_916	WT4
ASV_1213	WT4
ASV_1340	WT4
ASV_1348	WT4
ASV_653	WT4
ASV_722	WT4
ASV_751	WT4
ASV_1050	WT4
ASV_699	WT4
ASV_724	WT4
ASV_726	WT4
ASV_728	WT4
ASV_740	WT4
ASV_748	WT4
ASV_938	WT4
ASV_1235	WT4
ASV_1408	WT4
ASV_760	WT4
ASV_789	WT4
ASV_874	WT4
ASV_1380	WT4
ASV_1402	WT4
ASV_1113	WT4
ASV_1116	WT4
ASV_1209	WT4
ASV_1347	WT4
ASV_1451	WT4
ASV_853	WT4
ASV_869	WT4
ASV_927	WT4
ASV_947	WT4
ASV_1069	WT4
ASV_1325	WT4
ASV_1437	WT4
ASV_1471	WT4
ASV_1517	WT4
ASV_787	WT4
ASV_1105	WT4
ASV_1374	WT4
ASV_834	WT4
ASV_876	WT4
ASV_984	WT4
ASV_1232	WT4
ASV_1305	WT4
ASV_1357	WT4
ASV_689	WT4
ASV_832	WT4
ASV_883	WT4
ASV_900	WT4
ASV_973	WT4
ASV_1040	WT4
ASV_1152	WT4
ASV_1157	WT4
ASV_1306	WT4
ASV_1418	WT4
ASV_773	WT4
ASV_1035	WT4
ASV_1045	WT4
ASV_1092	WT4
ASV_1048	WT4
ASV_1132	WT4
ASV_1510	WT4
ASV_1010	WT4
ASV_1292	WT4
ASV_1391	WT4
ASV_1484	WT4
ASV_1130	WT4
ASV_1140	WT4
ASV_1169	WT4
ASV_1175	WT4
ASV_961	WT4
ASV_1055	WT4
ASV_1181	WT4
ASV_1106	WT4
ASV_1414	WT4
ASV_1138	WT4
ASV_1338	WT4
ASV_1176	WT4
ASV_1247	WT4
ASV_1260	WT4
ASV_1320	WT4
ASV_1334	WT4
ASV_1382	WT4
ASV_950	WT4
ASV_1075	WT4
ASV_1513	WT4
ASV_1148	WT4
ASV_1344	WT4
ASV_1430	WT4
ASV_1400	WT4
ASV_1488	WT4
ASV_1203	WT4
ASV_1368	WT4
ASV_1424	WT4
ASV_1443	WT4
ASV_1267	WT4
ASV_1508	WT4
ASV_1525	WT4
ASV_1262	WT4
ASV_1431	WT4
ASV_114	WT5
ASV_925	WT5
ASV_969	WT5
ASV_225	WT5
ASV_197	WT5
ASV_212	WT5
ASV_249	WT5
ASV_270	WT5
ASV_469	WT5
ASV_273	WT5
ASV_257	WT5
ASV_317	WT5
ASV_233	WT5
ASV_723	WT5
ASV_300	WT5
ASV_433	WT5
ASV_733	WT5
ASV_294	WT5
ASV_398	WT5
ASV_383	WT5
ASV_337	WT5
ASV_548	WT5
ASV_1081	WT5
ASV_338	WT5
ASV_409	WT5
ASV_411	WT5
ASV_425	WT5
ASV_404	WT5
ASV_389	WT5
ASV_1160	WT5
ASV_454	WT5
ASV_1493	WT5
ASV_484	WT5
ASV_1017	WT5
ASV_423	WT5
ASV_608	WT5
ASV_462	WT5
ASV_553	WT5
ASV_1259	WT5
ASV_446	WT5
ASV_458	WT5
ASV_451	WT5
ASV_473	WT5
ASV_511	WT5
ASV_1151	WT5
ASV_574	WT5
ASV_673	WT5
ASV_837	WT5
ASV_1036	WT5
ASV_524	WT5
ASV_481	WT5
ASV_488	WT5
ASV_573	WT5
ASV_1372	WT5
ASV_611	WT5
ASV_754	WT5
ASV_639	WT5
ASV_782	WT5
ASV_1086	WT5
ASV_546	WT5
ASV_706	WT5
ASV_544	WT5
ASV_552	WT5
ASV_522	WT5
ASV_664	WT5
ASV_720	WT5
ASV_581	WT5
ASV_617	WT5
ASV_1020	WT5
ASV_880	WT5
ASV_1231	WT5
ASV_1301	WT5
ASV_1487	WT5
ASV_1526	WT5
ASV_628	WT5
ASV_696	WT5
ASV_730	WT5
ASV_992	WT5
ASV_619	WT5
ASV_890	WT5
ASV_1191	WT5
ASV_565	WT5
ASV_710	WT5
ASV_991	WT5
ASV_1245	WT5
ASV_645	WT5
ASV_661	WT5
ASV_693	WT5
ASV_694	WT5
ASV_745	WT5
ASV_753	WT5
ASV_791	WT5
ASV_1330	WT5
ASV_986	WT5
ASV_650	WT5
ASV_1073	WT5
ASV_1353	WT5
ASV_1389	WT5
ASV_1104	WT5
ASV_1419	WT5
ASV_1458	WT5
ASV_609	WT5
ASV_682	WT5
ASV_792	WT5
ASV_915	WT5
ASV_932	WT5
ASV_721	WT5
ASV_1050	WT5
ASV_1137	WT5
ASV_724	WT5
ASV_726	WT5
ASV_735	WT5
ASV_740	WT5
ASV_807	WT5
ASV_1065	WT5
ASV_1161	WT5
ASV_1369	WT5
ASV_874	WT5
ASV_1253	WT5
ASV_1110	WT5
ASV_1184	WT5
ASV_1352	WT5
ASV_1028	WT5
ASV_1063	WT5
ASV_1479	WT5
ASV_1009	WT5
ASV_1337	WT5
ASV_1471	WT5
ASV_946	WT5
ASV_1190	WT5
ASV_1502	WT5
ASV_881	WT5
ASV_886	WT5
ASV_931	WT5
ASV_984	WT5
ASV_1435	WT5
ASV_823	WT5
ASV_1040	WT5
ASV_1079	WT5
ASV_1157	WT5
ASV_1182	WT5
ASV_1252	WT5
ASV_811	WT5
ASV_1035	WT5
ASV_1503	WT5
ASV_1048	WT5
ASV_1098	WT5
ASV_1228	WT5
ASV_1394	WT5
ASV_1510	WT5
ASV_998	WT5
ASV_1080	WT5
ASV_914	WT5
ASV_1123	WT5
ASV_1140	WT5
ASV_1159	WT5
ASV_1167	WT5
ASV_894	WT5
ASV_1054	WT5
ASV_1119	WT5
ASV_1433	WT5
ASV_849	WT5
ASV_1136	WT5
ASV_1156	WT5
ASV_1222	WT5
ASV_1255	WT5
ASV_1257	WT5
ASV_1290	WT5
ASV_1414	WT5
ASV_1472	WT5
ASV_1518	WT5
ASV_1364	WT5
ASV_1011	WT5
ASV_1141	WT5
ASV_1146	WT5
ASV_1339	WT5
ASV_1362	WT5
ASV_1193	WT5
ASV_1256	WT5
ASV_1044	WT5
ASV_1215	WT5
ASV_1270	WT5
ASV_1332	WT5
ASV_1488	WT5
ASV_1370	WT5
ASV_1424	WT5
ASV_1490	WT5
ASV_1525	WT5
ASV_1354	WT5
ASV_1474	WT5
ASV_1505	WT5
ASV_92	WT6
ASV_303	WT6
ASV_219	WT6
ASV_229	WT6
ASV_315	WT6
ASV_357	WT6
ASV_332	WT6
ASV_433	WT6
ASV_797	WT6
ASV_398	WT6
ASV_400	WT6
ASV_549	WT6
ASV_556	WT6
ASV_339	WT6
ASV_567	WT6
ASV_348	WT6
ASV_571	WT6
ASV_440	WT6
ASV_450	WT6
ASV_431	WT6
ASV_484	WT6
ASV_467	WT6
ASV_962	WT6
ASV_418	WT6
ASV_683	WT6
ASV_974	WT6
ASV_1409	WT6
ASV_536	WT6
ASV_1259	WT6
ASV_634	WT6
ASV_441	WT6
ASV_460	WT6
ASV_584	WT6
ASV_604	WT6
ASV_473	WT6
ASV_511	WT6
ASV_447	WT6
ASV_731	WT6
ASV_515	WT6
ASV_594	WT6
ASV_524	WT6
ASV_493	WT6
ASV_551	WT6
ASV_649	WT6
ASV_633	WT6
ASV_642	WT6
ASV_868	WT6
ASV_1273	WT6
ASV_559	WT6
ASV_652	WT6
ASV_546	WT6
ASV_1242	WT6
ASV_522	WT6
ASV_972	WT6
ASV_510	WT6
ASV_581	WT6
ASV_618	WT6
ASV_708	WT6
ASV_1020	WT6
ASV_1351	WT6
ASV_757	WT6
ASV_1411	WT6
ASV_1526	WT6
ASV_730	WT6
ASV_582	WT6
ASV_1286	WT6
ASV_658	WT6
ASV_734	WT6
ASV_768	WT6
ASV_821	WT6
ASV_1403	WT6
ASV_623	WT6
ASV_1495	WT6
ASV_1249	WT6
ASV_647	WT6
ASV_745	WT6
ASV_864	WT6
ASV_1365	WT6
ASV_665	WT6
ASV_878	WT6
ASV_778	WT6
ASV_1389	WT6
ASV_758	WT6
ASV_825	WT6
ASV_1104	WT6
ASV_1423	WT6
ASV_682	WT6
ASV_707	WT6
ASV_838	WT6
ASV_1271	WT6
ASV_764	WT6
ASV_792	WT6
ASV_902	WT6
ASV_1194	WT6
ASV_1251	WT6
ASV_1326	WT6
ASV_1340	WT6
ASV_709	WT6
ASV_721	WT6
ASV_1038	WT6
ASV_669	WT6
ASV_796	WT6
ASV_907	WT6
ASV_1064	WT6
ASV_1482	WT6
ASV_779	WT6
ASV_807	WT6
ASV_912	WT6
ASV_957	WT6
ASV_981	WT6
ASV_1065	WT6
ASV_1235	WT6
ASV_803	WT6
ASV_874	WT6
ASV_898	WT6
ASV_1058	WT6
ASV_1253	WT6
ASV_1380	WT6
ASV_1013	WT6
ASV_719	WT6
ASV_926	WT6
ASV_1059	WT6
ASV_1217	WT6
ASV_1438	WT6
ASV_1479	WT6
ASV_802	WT6
ASV_822	WT6
ASV_1008	WT6
ASV_1034	WT6
ASV_1263	WT6
ASV_1298	WT6
ASV_1471	WT6
ASV_1517	WT6
ASV_857	WT6
ASV_886	WT6
ASV_975	WT6
ASV_1108	WT6
ASV_823	WT6
ASV_883	WT6
ASV_900	WT6
ASV_1079	WT6
ASV_1152	WT6
ASV_1188	WT6
ASV_1297	WT6
ASV_1306	WT6
ASV_1345	WT6
ASV_1434	WT6
ASV_773	WT6
ASV_1313	WT6
ASV_1503	WT6
ASV_951	WT6
ASV_990	WT6
ASV_1060	WT6
ASV_1100	WT6
ASV_1196	WT6
ASV_1228	WT6
ASV_1448	WT6
ASV_1455	WT6
ASV_1292	WT6
ASV_1300	WT6
ASV_1477	WT6
ASV_1082	WT6
ASV_1398	WT6
ASV_961	WT6
ASV_995	WT6
ASV_1181	WT6
ASV_1225	WT6
ASV_1227	WT6
ASV_849	WT6
ASV_970	WT6
ASV_1037	WT6
ASV_1120	WT6
ASV_1189	WT6
ASV_1206	WT6
ASV_1333	WT6
ASV_1518	WT6
ASV_1042	WT6
ASV_1051	WT6
ASV_1107	WT6
ASV_1379	WT6
ASV_1011	WT6
ASV_1141	WT6
ASV_1176	WT6
ASV_1382	WT6
ASV_1415	WT6
ASV_1454	WT6
ASV_1485	WT6
ASV_1331	WT6
ASV_1256	WT6
ASV_1442	WT6
ASV_1492	WT6
ASV_1332	WT6
ASV_1480	WT6
ASV_1424	WT6
ASV_1439	WT6
ASV_1274	WT6
ASV_1440	WT6
ASV_1449	WT6
ASV_1474	WT6
ASV_1499	WT6
ASV_1504	WT6
ASV_43	KO1
ASV_168	KO1
ASV_374	KO1
ASV_459	KO1
ASV_867	KO1
ASV_321	KO1
ASV_334	KO1
ASV_383	KO1
ASV_370	KO1
ASV_428	KO1
ASV_480	KO1
ASV_529	KO1
ASV_434	KO1
ASV_386	KO1
ASV_393	KO1
ASV_431	KO1
ASV_484	KO1
ASV_397	KO1
ASV_467	KO1
ASV_1309	KO1
ASV_608	KO1
ASV_974	KO1
ASV_497	KO1
ASV_473	KO1
ASV_500	KO1
ASV_519	KO1
ASV_837	KO1
ASV_599	KO1
ASV_531	KO1
ASV_588	KO1
ASV_936	KO1
ASV_457	KO1
ASV_611	KO1
ASV_676	KO1
ASV_639	KO1
ASV_652	KO1
ASV_521	KO1
ASV_552	KO1
ASV_712	KO1
ASV_1128	KO1
ASV_720	KO1
ASV_963	KO1
ASV_1244	KO1
ASV_541	KO1
ASV_829	KO1
ASV_678	KO1
ASV_696	KO1
ASV_716	KO1
ASV_1322	KO1
ASV_1191	KO1
ASV_654	KO1
ASV_840	KO1
ASV_1315	KO1
ASV_1403	KO1
ASV_533	KO1
ASV_623	KO1
ASV_991	KO1
ASV_1078	KO1
ASV_1245	KO1
ASV_1495	KO1
ASV_1516	KO1
ASV_660	KO1
ASV_899	KO1
ASV_1249	KO1
ASV_1470	KO1
ASV_895	KO1
ASV_958	KO1
ASV_815	KO1
ASV_878	KO1
ASV_906	KO1
ASV_1353	KO1
ASV_767	KO1
ASV_1104	KO1
ASV_1280	KO1
ASV_1458	KO1
ASV_682	KO1
ASV_839	KO1
ASV_1145	KO1
ASV_651	KO1
ASV_764	KO1
ASV_792	KO1
ASV_793	KO1
ASV_902	KO1
ASV_1015	KO1
ASV_1096	KO1
ASV_1194	KO1
ASV_1251	KO1
ASV_1326	KO1
ASV_653	KO1
ASV_709	KO1
ASV_721	KO1
ASV_1168	KO1
ASV_631	KO1
ASV_756	KO1
ASV_907	KO1
ASV_1064	KO1
ASV_1360	KO1
ASV_807	KO1
ASV_817	KO1
ASV_912	KO1
ASV_938	KO1
ASV_981	KO1
ASV_1235	KO1
ASV_1369	KO1
ASV_755	KO1
ASV_774	KO1
ASV_789	KO1
ASV_803	KO1
ASV_816	KO1
ASV_874	KO1
ASV_1253	KO1
ASV_1380	KO1
ASV_1397	KO1
ASV_1402	KO1
ASV_785	KO1
ASV_828	KO1
ASV_1013	KO1
ASV_1174	KO1
ASV_1289	KO1
ASV_1527	KO1
ASV_747	KO1
ASV_926	KO1
ASV_1028	KO1
ASV_1043	KO1
ASV_1059	KO1
ASV_1180	KO1
ASV_1302	KO1
ASV_1489	KO1
ASV_1515	KO1
ASV_788	KO1
ASV_822	KO1
ASV_852	KO1
ASV_927	KO1
ASV_1030	KO1
ASV_1069	KO1
ASV_1337	KO1
ASV_759	KO1
ASV_775	KO1
ASV_831	KO1
ASV_939	KO1
ASV_946	KO1
ASV_1087	KO1
ASV_1158	KO1
ASV_1207	KO1
ASV_959	KO1
ASV_984	KO1
ASV_1232	KO1
ASV_689	KO1
ASV_780	KO1
ASV_883	KO1
ASV_900	KO1
ASV_933	KO1
ASV_1039	KO1
ASV_1040	KO1
ASV_1157	KO1
ASV_1223	KO1
ASV_1297	KO1
ASV_1310	KO1
ASV_1345	KO1
ASV_1035	KO1
ASV_1356	KO1
ASV_1503	KO1
ASV_879	KO1
ASV_990	KO1
ASV_1048	KO1
ASV_1100	KO1
ASV_1179	KO1
ASV_1196	KO1
ASV_1394	KO1
ASV_1416	KO1
ASV_1448	KO1
ASV_866	KO1
ASV_998	KO1
ASV_1080	KO1
ASV_1114	KO1
ASV_1238	KO1
ASV_1292	KO1
ASV_1324	KO1
ASV_1477	KO1
ASV_983	KO1
ASV_993	KO1
ASV_1000	KO1
ASV_1031	KO1
ASV_1033	KO1
ASV_1159	KO1
ASV_1283	KO1
ASV_894	KO1
ASV_924	KO1
ASV_1119	KO1
ASV_1170	KO1
ASV_1172	KO1
ASV_1178	KO1
ASV_1216	KO1
ASV_1227	KO1
ASV_1413	KO1
ASV_1433	KO1
ASV_1037	KO1
ASV_1102	KO1
ASV_1106	KO1
ASV_1156	KO1
ASV_1189	KO1
ASV_1206	KO1
ASV_1521	KO1
ASV_1090	KO1
ASV_1107	KO1
ASV_1138	KO1
ASV_1173	KO1
ASV_1304	KO1
ASV_1364	KO1
ASV_1379	KO1
ASV_1386	KO1
ASV_1176	KO1
ASV_1250	KO1
ASV_1454	KO1
ASV_1496	KO1
ASV_1075	KO1
ASV_989	KO1
ASV_1148	KO1
ASV_1378	KO1
ASV_1381	KO1
ASV_1442	KO1
ASV_1469	KO1
ASV_1475	KO1
ASV_1044	KO1
ASV_1124	KO1
ASV_1215	KO1
ASV_1327	KO1
ASV_1445	KO1
ASV_1154	KO1
ASV_1287	KO1
ASV_1318	KO1
ASV_1373	KO1
ASV_1480	KO1
ASV_1368	KO1
ASV_1424	KO1
ASV_1439	KO1
ASV_1443	KO1
ASV_1447	KO1
ASV_1274	KO1
ASV_1346	KO1
ASV_1349	KO1
ASV_1354	KO1
ASV_1436	KO1
ASV_1426	KO1
ASV_1431	KO1
ASV_168	KO2
ASV_192	KO2
ASV_303	KO2
ASV_469	KO2
ASV_243	KO2
ASV_328	KO2
ASV_356	KO2
ASV_342	KO2
ASV_324	KO2
ASV_354	KO2
ASV_335	KO2
ASV_381	KO2
ASV_586	KO2
ASV_366	KO2
ASV_495	KO2
ASV_426	KO2
ASV_717	KO2
ASV_542	KO2
ASV_1409	KO2
ASV_497	KO2
ASV_536	KO2
ASV_1259	KO2
ASV_871	KO2
ASV_590	KO2
ASV_1151	KO2
ASV_1002	KO2
ASV_673	KO2
ASV_731	KO2
ASV_837	KO2
ASV_594	KO2
ASV_562	KO2
ASV_738	KO2
ASV_481	KO2
ASV_531	KO2
ASV_487	KO2
ASV_551	KO2
ASV_937	KO2
ASV_1155	KO2
ASV_712	KO2
ASV_846	KO2
ASV_1254	KO2
ASV_643	KO2
ASV_997	KO2
ASV_617	KO2
ASV_618	KO2
ASV_564	KO2
ASV_667	KO2
ASV_691	KO2
ASV_725	KO2
ASV_1411	KO2
ASV_1487	KO2
ASV_678	KO2
ASV_1258	KO2
ASV_582	KO2
ASV_734	KO2
ASV_768	KO2
ASV_840	KO2
ASV_1142	KO2
ASV_512	KO2
ASV_533	KO2
ASV_636	KO2
ASV_929	KO2
ASV_1078	KO2
ASV_645	KO2
ASV_713	KO2
ASV_1470	KO2
ASV_693	KO2
ASV_753	KO2
ASV_873	KO2
ASV_958	KO2
ASV_1109	KO2
ASV_1330	KO2
ASV_771	KO2
ASV_986	KO2
ASV_650	KO2
ASV_856	KO2
ASV_1358	KO2
ASV_657	KO2
ASV_767	KO2
ASV_825	KO2
ASV_911	KO2
ASV_1419	KO2
ASV_707	KO2
ASV_1145	KO2
ASV_1213	KO2
ASV_1224	KO2
ASV_819	KO2
ASV_1015	KO2
ASV_1096	KO2
ASV_1240	KO2
ASV_1348	KO2
ASV_703	KO2
ASV_631	KO2
ASV_907	KO2
ASV_912	KO2
ASV_1161	KO2
ASV_1408	KO2
ASV_1397	KO2
ASV_1402	KO2
ASV_824	KO2
ASV_1013	KO2
ASV_1209	KO2
ASV_1347	KO2
ASV_1527	KO2
ASV_841	KO2
ASV_1059	KO2
ASV_1180	KO2
ASV_1302	KO2
ASV_1438	KO2
ASV_1263	KO2
ASV_1325	KO2
ASV_1359	KO2
ASV_1471	KO2
ASV_831	KO2
ASV_954	KO2
ASV_1087	KO2
ASV_834	KO2
ASV_1108	KO2
ASV_1177	KO2
ASV_1232	KO2
ASV_1299	KO2
ASV_1305	KO2
ASV_973	KO2
ASV_1070	KO2
ASV_1079	KO2
ASV_1111	KO2
ASV_1152	KO2
ASV_1157	KO2
ASV_1269	KO2
ASV_1297	KO2
ASV_1045	KO2
ASV_1183	KO2
ASV_1509	KO2
ASV_879	KO2
ASV_990	KO2
ASV_1001	KO2
ASV_1100	KO2
ASV_1179	KO2
ASV_1196	KO2
ASV_1219	KO2
ASV_1236	KO2
ASV_1279	KO2
ASV_885	KO2
ASV_1006	KO2
ASV_1010	KO2
ASV_1300	KO2
ASV_1477	KO2
ASV_983	KO2
ASV_1000	KO2
ASV_1031	KO2
ASV_1123	KO2
ASV_1130	KO2
ASV_1140	KO2
ASV_1159	KO2
ASV_1343	KO2
ASV_1462	KO2
ASV_894	KO2
ASV_903	KO2
ASV_961	KO2
ASV_1055	KO2
ASV_1178	KO2
ASV_1216	KO2
ASV_1248	KO2
ASV_1405	KO2
ASV_1413	KO2
ASV_849	KO2
ASV_909	KO2
ASV_1007	KO2
ASV_1037	KO2
ASV_1041	KO2
ASV_1095	KO2
ASV_1136	KO2
ASV_1164	KO2
ASV_1189	KO2
ASV_1206	KO2
ASV_1272	KO2
ASV_1414	KO2
ASV_1304	KO2
ASV_1364	KO2
ASV_1061	KO2
ASV_1141	KO2
ASV_1247	KO2
ASV_1454	KO2
ASV_1461	KO2
ASV_1485	KO2
ASV_1230	KO2
ASV_1362	KO2
ASV_1133	KO2
ASV_1193	KO2
ASV_1243	KO2
ASV_1256	KO2
ASV_1277	KO2
ASV_1378	KO2
ASV_1392	KO2
ASV_1475	KO2
ASV_1124	KO2
ASV_1215	KO2
ASV_1295	KO2
ASV_1377	KO2
ASV_1388	KO2
ASV_1430	KO2
ASV_1460	KO2
ASV_1483	KO2
ASV_1492	KO2
ASV_1154	KO2
ASV_1187	KO2
ASV_1237	KO2
ASV_1282	KO2
ASV_1287	KO2
ASV_1318	KO2
ASV_1390	KO2
ASV_1427	KO2
ASV_1488	KO2
ASV_1307	KO2
ASV_1314	KO2
ASV_1443	KO2
ASV_1466	KO2
ASV_1490	KO2
ASV_1274	KO2
ASV_1354	KO2
ASV_1449	KO2
ASV_1474	KO2
ASV_1522	KO2
ASV_1436	KO2
ASV_1486	KO2
ASV_1478	KO2
ASV_1481	KO2
ASV_43	KO3
ASV_91	KO3
ASV_154	KO3
ASV_249	KO3
ASV_232	KO3
ASV_221	KO3
ASV_252	KO3
ASV_344	KO3
ASV_233	KO3
ASV_572	KO3
ASV_378	KO3
ASV_352	KO3
ASV_733	KO3
ASV_342	KO3
ASV_417	KO3
ASV_567	KO3
ASV_388	KO3
ASV_920	KO3
ASV_381	KO3
ASV_391	KO3
ASV_746	KO3
ASV_401	KO3
ASV_1125	KO3
ASV_373	KO3
ASV_376	KO3
ASV_484	KO3
ASV_421	KO3
ASV_532	KO3
ASV_432	KO3
ASV_506	KO3
ASV_418	KO3
ASV_717	KO3
ASV_435	KO3
ASV_940	KO3
ASV_1046	KO3
ASV_446	KO3
ASV_458	KO3
ASV_477	KO3
ASV_871	KO3
ASV_420	KO3
ASV_507	KO3
ASV_1149	KO3
ASV_494	KO3
ASV_500	KO3
ASV_1151	KO3
ASV_447	KO3
ASV_1002	KO3
ASV_574	KO3
ASV_917	KO3
ASV_1376	KO3
ASV_1506	KO3
ASV_701	KO3
ASV_1241	KO3
ASV_638	KO3
ASV_487	KO3
ASV_488	KO3
ASV_587	KO3
ASV_600	KO3
ASV_633	KO3
ASV_1429	KO3
ASV_782	KO3
ASV_501	KO3
ASV_546	KO3
ASV_659	KO3
ASV_1128	KO3
ASV_1242	KO3
ASV_575	KO3
ASV_598	KO3
ASV_662	KO3
ASV_972	KO3
ASV_997	KO3
ASV_475	KO3
ASV_618	KO3
ASV_539	KO3
ASV_690	KO3
ASV_691	KO3
ASV_1410	KO3
ASV_1411	KO3
ASV_716	KO3
ASV_730	KO3
ASV_763	KO3
ASV_1258	KO3
ASV_582	KO3
ASV_619	KO3
ASV_768	KO3
ASV_821	KO3
ASV_1142	KO3
ASV_1315	KO3
ASV_644	KO3
ASV_929	KO3
ASV_1078	KO3
ASV_1245	KO3
ASV_645	KO3
ASV_661	KO3
ASV_899	KO3
ASV_1249	KO3
ASV_1467	KO3
ASV_1470	KO3
ASV_753	KO3
ASV_873	KO3
ASV_958	KO3
ASV_985	KO3
ASV_1365	KO3
ASV_771	KO3
ASV_815	KO3
ASV_986	KO3
ASV_1389	KO3
ASV_1528	KO3
ASV_911	KO3
ASV_1024	KO3
ASV_1419	KO3
ASV_1423	KO3
ASV_1145	KO3
ASV_627	KO3
ASV_792	KO3
ASV_1096	KO3
ASV_1194	KO3
ASV_653	KO3
ASV_703	KO3
ASV_721	KO3
ASV_722	KO3
ASV_806	KO3
ASV_1137	KO3
ASV_631	KO3
ASV_663	KO3
ASV_739	KO3
ASV_796	KO3
ASV_861	KO3
ASV_907	KO3
ASV_912	KO3
ASV_938	KO3
ASV_957	KO3
ASV_1065	KO3
ASV_1161	KO3
ASV_1235	KO3
ASV_803	KO3
ASV_816	KO3
ASV_1058	KO3
ASV_1380	KO3
ASV_1397	KO3
ASV_1473	KO3
ASV_828	KO3
ASV_923	KO3
ASV_1174	KO3
ASV_1184	KO3
ASV_896	KO3
ASV_926	KO3
ASV_1063	KO3
ASV_1217	KO3
ASV_1479	KO3
ASV_852	KO3
ASV_869	KO3
ASV_1009	KO3
ASV_1298	KO3
ASV_1407	KO3
ASV_1471	KO3
ASV_775	KO3
ASV_777	KO3
ASV_954	KO3
ASV_1158	KO3
ASV_1207	KO3
ASV_1374	KO3
ASV_1502	KO3
ASV_886	KO3
ASV_959	KO3
ASV_975	KO3
ASV_984	KO3
ASV_1299	KO3
ASV_1357	KO3
ASV_1363	KO3
ASV_823	KO3
ASV_900	KO3
ASV_933	KO3
ASV_1040	KO3
ASV_1152	KO3
ASV_1157	KO3
ASV_1035	KO3
ASV_1412	KO3
ASV_1509	KO3
ASV_879	KO3
ASV_990	KO3
ASV_1003	KO3
ASV_1060	KO3
ASV_1100	KO3
ASV_1196	KO3
ASV_1236	KO3
ASV_1394	KO3
ASV_1455	KO3
ASV_1510	KO3
ASV_934	KO3
ASV_977	KO3
ASV_998	KO3
ASV_1292	KO3
ASV_1367	KO3
ASV_870	KO3
ASV_964	KO3
ASV_967	KO3
ASV_983	KO3
ASV_1033	KO3
ASV_1088	KO3
ASV_1123	KO3
ASV_1130	KO3
ASV_1283	KO3
ASV_1308	KO3
ASV_1343	KO3
ASV_903	KO3
ASV_924	KO3
ASV_961	KO3
ASV_1170	KO3
ASV_1172	KO3
ASV_1178	KO3
ASV_1335	KO3
ASV_1405	KO3
ASV_909	KO3
ASV_970	KO3
ASV_1156	KO3
ASV_1222	KO3
ASV_1333	KO3
ASV_1472	KO3
ASV_1521	KO3
ASV_1202	KO3
ASV_1338	KO3
ASV_1364	KO3
ASV_1112	KO3
ASV_1166	KO3
ASV_1176	KO3
ASV_950	KO3
ASV_1317	KO3
ASV_1243	KO3
ASV_1256	KO3
ASV_1393	KO3
ASV_1469	KO3
ASV_1475	KO3
ASV_1124	KO3
ASV_1327	KO3
ASV_1287	KO3
ASV_1390	KO3
ASV_1400	KO3
ASV_1480	KO3
ASV_1278	KO3
ASV_1314	KO3
ASV_1439	KO3
ASV_1321	KO3
ASV_1346	KO3
ASV_1512	KO3
ASV_1449	KO3
ASV_1499	KO3
ASV_1504	KO3
ASV_154	KO4
ASV_202	KO4
ASV_184	KO4
ASV_232	KO4
ASV_252	KO4
ASV_317	KO4
ASV_287	KO4
ASV_302	KO4
ASV_491	KO4
ASV_299	KO4
ASV_797	KO4
ASV_342	KO4
ASV_297	KO4
