Gene	Transcription_factor
NM_021385	Klf4
NM_011275	H3K4me1
NM_177054	H3K4me1
NM_016846	H3K27ac
NM_028046	Esrrb
NM_134247	Nanog
NM_021359	H3K4me1
NM_001081270	Klf4
NM_016698	H3K4me1
NM_001110146	H3K4me1
NM_145354	H3K4me1
NM_016888	H3K27ac
NM_019550	Sox2
NM_001159942	Esrrb
NR_028125	Esrrb
NM_175312	Med1
NM_027455	H3K27ac
NM_024274	Med1
NM_025806	Med1
NM_001004143	Klf4
NM_027048	Sox2
NM_021415	Klf4
NM_173752	H3K4me1
NM_029682	Med1
NM_144799	Klf4
NR_027865	Klf4
NM_011148	H3K4me1
NM_016768	Med1
NM_001005419	Med1
NM_153178	H3K27ac
NM_008033	Klf4
NM_021361	Esrrb
NM_009754	Klf4
NM_011498	Klf4
NM_134243	Klf4
NM_201640	Med1
NM_030203	Med1
NM_175529	Klf4
NM_153530	Klf4
NM_008885	Med1
NM_016687	H3K27ac
NM_001081302	Med1
NM_027944	Esrrb
NM_146101	Esrrb
NM_001033765	H3K4me1
NM_172621	H3K4me1
NM_144853	Esrrb
NM_011836	H3K4me1
NM_033370	Klf4
NM_009519	Klf4
NM_172277	Med1
NM_026502	H3K27ac
NM_198059	H3K4me1
NM_008634	Med1
NM_145465	Esrrb
NM_023455	Klf4
NM_175500	Med1
NM_178589	Med1
NM_001163267	Sox2
NM_009789	Klf4
NR_027825	Esrrb
NM_173417	H3K4me1
NM_133955	H3K4me1
NM_021492	H3K4me1
NM_027661	Med1
NM_007714	Esrrb
NM_146221	H3K27ac
NM_177225	H3K27ac
NM_001039214	Esrrb
NM_009622	Klf4
NM_001081270	Esrrb
NM_011294	Klf4
NM_009167	Sox2
NM_172921	Esrrb
NM_011156	Med1
NM_029654	H3K27ac
NM_054077	H3K4me1
NM_177740	H3K4me1
NM_011297	Med1
NM_013610	H3K4me1
NR_030644	Klf4
NM_001011811	Med1
NM_181404	Med1
NM_001006679	Esrrb
NM_001113209	Sox2
NM_001167995	H3K4me1
NM_001081195	Sox2
NM_207245	Med1
NM_015820	H3K27ac
NM_012003	H3K27ac
NM_001033443	Klf4
NM_027363	Klf4
NM_029967	Med1
NM_183191	H3K4me1
NM_023063	Med1
NM_013518	Esrrb
NM_018773	Esrrb
NM_011753	Med1
NM_011738	Med1
NM_013903	H3K27ac
NM_001160317	Klf4
NM_020296	H3K4me1
NM_027547	Med1
NM_177077	H3K4me1
NR_027891	Esrrb
NM_001195687	H3K4me1
NM_145218	H3K4me1
NM_177075	H3K4me1
NM_023060	Klf4
NR_029819	Sox2
NM_001167967	Klf4
NM_029070	Med1
NM_026858	Klf4
NR_015558	Med1
NM_018752	H3K27ac
NM_177695	H3K4me1
NM_001031772	H3K4me1
NM_001177631	Klf4
NM_027547	Klf4
NM_001081109	Klf4
NM_027915	Med1
NM_025780	Klf4
NM_025809	H3K27ac
NM_021284	H3K4me1
NM_146050	H3K27ac
NM_009655	Nanog
NM_145567	Klf4
NM_001109990	H3K4me1
NM_028203	H3K27ac
NM_199018	H3K27ac
NM_177740	H3K27ac
NM_178669	Esrrb
NR_027806	Esrrb
NM_011897	H3K4me1
NM_172723	H3K4me1
NM_001081445	Klf4
NM_001081386	Med1
NM_001029878	H3K27ac
NM_011863	Med1
NM_028122	Klf4
NM_177173	H3K27ac
NM_011391	H3K27ac
NM_015767	Med1
NM_033602	H3K27ac
NR_027805	Med1
NM_026113	H3K4me1
NM_008420	Esrrb
NM_001109991	H3K27ac
NM_027973	Klf4
NM_001195687	H3K27ac
NM_026448	Med1
NM_001166437	H3K27ac
NM_001122889	Klf4
NM_010140	Med1
NM_009407	H3K27ac
NM_013782	Klf4
NM_178731	Klf4
NM_028640	H3K4me1
NM_031386	Klf4
NM_007578	Esrrb
NM_011613	H3K27ac
NM_001001980	H3K4me1
NM_001037170	H3K4me1
NM_009982	Esrrb
NM_146713	Sox2
NR_027865	H3K27ac
NM_001003893	Klf4
NM_008022	Med1
NM_144904	Med1
NM_027594	H3K4me1
NM_001190409	Klf4
NM_009391	H3K4me1
NM_177028	H3K4me1
NM_001081445	H3K4me1
NM_178793	H3K4me1
NM_134189	H3K4me1
NM_012003	H3K4me1
NM_153087	H3K27ac
NM_028046	Med1
NM_021361	Klf4
NM_029012	Med1
NM_054078	Med1
NM_010703	H3K4me1
NM_001161665	Esrrb
NR_030484	H3K4me1
NM_001012726	H3K27ac
NM_001045520	Med1
NR_015558	Med1
NM_029300	Klf4
NM_130457	Nanog
NM_144955	Klf4
NM_028399	Klf4
NM_024286	H3K4me1
NM_001011875	Med1
NM_008922	Esrrb
NM_182807	H3K4me1
NM_029570	Med1
NM_001109971	Med1
NM_053109	H3K27ac
NM_008053	H3K4me1
NM_145688	H3K4me1
NM_001005864	Sox2
NM_007744	Klf4
NM_198311	Esrrb
NR_030440	H3K27ac
NM_153163	Klf4
NM_001034874	H3K4me1
NM_024186	H3K4me1
NM_001113400	H3K27ac
NM_172909	Med1
NM_001037539	Esrrb
NM_001112715	Med1
NM_025807	Klf4
NM_001081346	Esrrb
NM_012010	Esrrb
NM_007737	Med1
NM_133214	Esrrb
NM_001198570	Klf4
NM_183261	H3K4me1
NM_183186	H3K4me1
NM_145100	H3K4me1
NM_173038	Klf4
NR_002860	Med1
NM_009539	Med1
NM_133717	Esrrb
NR_015494	Med1
NM_019706	H3K4me1
NM_001195130	Esrrb
NM_011422	Esrrb
NM_009867	Klf4
NM_173053	H3K27ac
NM_025468	H3K27ac
NM_133826	Med1
NM_177013	Med1
NM_054056	H3K4me1
NM_008853	Klf4
NR_015489	Esrrb
NM_153820	Klf4
NM_026023	Med1
NM_009564	Klf4
NM_177164	Med1
NM_199022	H3K4me1
NR_033633	Med1
NM_029869	H3K27ac
NM_144808	H3K4me1
NM_028339	Esrrb
NM_011035	H3K27ac
NM_009371	Med1
NM_021892	Esrrb
NM_145492	H3K4me1
NM_013745	H3K4me1
NM_181072	H3K4me1
NM_206958	H3K4me1
NM_172385	Med1
NM_011673	Sox2
NM_178779	Med1
NR_027837	Klf4
NM_009818	H3K27ac
NM_029587	H3K4me1
NM_028601	Esrrb
NM_011800	Sox2
NM_028816	Klf4
NM_177740	H3K4me1
NM_029081	H3K27ac
NR_027837	Sox2
NM_010710	Nanog
NM_026355	H3K27ac
NM_001081377	H3K27ac
NM_001113209	Sox2
NM_172277	Sox2
NM_027357	Med1
NR_027838	Klf4
NM_172867	H3K4me1
NM_019743	H3K27ac
NM_001168255	H3K27ac
NM_172671	Med1
NM_026080	Med1
NM_007500	H3K27ac
NM_008719	Med1
NM_173737	H3K4me1
NM_019571	Med1
NM_177845	Med1
NM_145466	Klf4
NM_025522	Med1
NM_010938	Esrrb
NM_001162365	H3K4me1
NM_011338	H3K4me1
NM_011487	Klf4
NM_026864	H3K27ac
NM_001167891	Sox2
NM_145584	Med1
NM_026880	Esrrb
NM_012006	Klf4
NM_147218	Med1
NM_013743	Med1
NM_001159672	Med1
NM_080433	Esrrb
NM_177304	Nanog
NM_028637	Med1
NM_176839	H3K27ac
NM_016866	Med1
NM_172592	Esrrb
NM_016877	Esrrb
NM_013803	Klf4
NM_001162926	H3K27ac
NM_013820	H3K27ac
NM_007873	H3K27ac
NR_001570	Klf4
NM_009233	Klf4
NM_053262	Esrrb
NM_138650	H3K27ac
NR_015556	Esrrb
NR_030703	Med1
NM_001145887	H3K4me1
NM_010887	Med1
NM_009623	Med1
NM_001163271	H3K27ac
NM_183162	Esrrb
NM_177056	Esrrb
NM_011264	H3K27ac
NM_018801	Klf4
NM_011199	H3K27ac
NR_029799	H3K27ac
NM_001005748	Esrrb
NM_001159603	Esrrb
NM_008129	Klf4
NM_008965	H3K4me1
NM_001161515	Klf4
NM_023537	H3K27ac
NM_015823	H3K4me1
NM_008657	H3K27ac
NM_177412	Med1
NM_001128093	H3K4me1
NM_001170789	H3K27ac
NM_008079	Esrrb
NM_029412	H3K4me1
NR_027837	H3K4me1
NM_029525	Esrrb
NR_030701	Esrrb
NR_033467	Med1
NR_027837	Med1
NM_029942	Klf4
NM_001146045	Klf4
NM_009524	H3K27ac
NM_009930	Med1
NR_028107	Klf4
NM_010765	Klf4
NM_001081422	Med1
NM_001033373	Klf4
NM_001081097	Klf4
NM_183033	Klf4
NM_053083	Med1
NM_001126316	H3K4me1
NM_178390	Med1
NM_173368	H3K4me1
NM_145076	Esrrb
NM_010351	H3K27ac
NM_172298	Med1
NM_130447	H3K27ac
NM_011247	Klf4
NM_026758	Esrrb
NM_027614	Med1
NM_001163592	Esrrb
NM_133888	Med1
NM_144536	H3K4me1
NM_144516	Med1
NM_007826	Klf4
NM_028850	Med1
NM_007652	H3K27ac
NM_175489	Med1
NM_008401	H3K27ac
NM_001033445	Klf4
NM_011261	Klf4
NM_009655	H3K4me1
NM_001025568	Klf4
NM_028757	H3K4me1
NR_024257	H3K4me1
NM_053245	Med1
NR_028125	Med1
NM_175276	H3K4me1
NR_028285	H3K27ac
NM_010789	H3K4me1
NM_023060	H3K4me1
NM_176973	Sox2
NM_033623	Med1
NM_008549	Med1
NM_007501	Med1
NM_010974	H3K4me1
NM_198671	H3K4me1
NM_001081234	H3K4me1
NM_019743	H3K4me1
NM_023053	Med1
NM_001039723	Sox2
NM_001001490	Med1
NM_001110824	H3K27ac
NM_001128092	Klf4
NM_025520	Esrrb
NM_022027	Klf4
NM_001170746	Esrrb
NM_008580	H3K27ac
NM_145142	H3K27ac
NM_177759	Med1
NM_019964	Med1
NM_010128	Klf4
NM_010446	H3K27ac
NM_182782	H3K4me1
NM_029999	H3K4me1
NM_007714	Klf4
NM_026366	Med1
NM_178731	H3K4me1
NM_009730	H3K4me1
NM_001136077	H3K4me1
NR_033558	Klf4
NM_145492	Klf4
NM_010446	Med1
NM_001037539	Sox2
NR_030680	H3K4me1
NM_001004154	H3K4me1
NM_007400	H3K4me1
NM_026252	H3K4me1
NM_144839	H3K4me1
NM_029949	H3K27ac
NM_001130529	H3K27ac
NM_001170746	H3K27ac
NM_145510	Med1
NM_175484	Klf4
NM_020557	Med1
NM_019971	H3K4me1
NM_025807	H3K4me1
NM_009575	H3K4me1
NM_178665	Esrrb
NM_001081298	H3K4me1
NM_010898	Med1
NM_010945	Esrrb
NM_001190371	Med1
NM_028410	Klf4
NR_002862	Med1
NM_011600	Klf4
NM_018874	H3K4me1
NM_001114386	H3K4me1
NM_018747	Esrrb
NR_029563	Esrrb
NM_030188	Klf4
NM_001163008	Med1
NM_054078	H3K27ac
NM_175328	Esrrb
NM_001037709	Klf4
NM_001159492	Med1
NM_001003918	Med1
NM_023243	Med1
NM_001164805	Esrrb
NM_013622	H3K27ac
NM_009781	Med1
NM_181277	Klf4
NM_009349	Klf4
NM_144904	H3K27ac
NM_013496	Esrrb
NM_026599	Med1
NM_022315	Esrrb
NM_008533	Med1
NM_021436	Med1
NM_001190352	Klf4
NM_028916	Esrrb
NM_173402	Esrrb
NM_001159672	H3K27ac
NR_002702	H3K27ac
NM_009425	H3K27ac
NM_029760	H3K4me1
NM_008129	Med1
NM_025696	Klf4
NM_145465	H3K27ac
NM_008696	Klf4
NM_010101	H3K4me1
NM_176849	H3K4me1
NM_175015	H3K4me1
NM_007548	Klf4
NM_032000	Esrrb
NM_145688	Esrrb
NM_030727	Klf4
NM_007930	Esrrb
NM_001190352	Esrrb
NM_009785	Med1
NM_001081198	H3K4me1
NM_008929	Med1
NM_011800	Klf4
NM_011935	Med1
NM_001163357	Klf4
NM_008849	H3K4me1
NM_008555	H3K4me1
NM_028135	H3K4me1
NM_001033440	H3K4me1
NM_010237	H3K4me1
NM_145591	H3K27ac
NM_019570	H3K4me1
NM_009867	H3K4me1
NM_027485	H3K4me1
NM_029949	H3K27ac
NM_145076	H3K4me1
NM_001033636	H3K4me1
NM_177346	Esrrb
NM_009769	H3K4me1
NM_010890	Med1
NM_010636	Med1
NM_027212	Esrrb
NM_183261	Esrrb
NM_001081298	Med1
NM_174854	Klf4
NR_030545	Med1
NM_008091	Esrrb
NM_001003918	Med1
NM_145838	Nanog
NM_001099628	Klf4
NM_024248	H3K27ac
NM_153585	Klf4
NM_009851	Med1
NM_080641	Klf4
NM_198033	Med1
NM_001159965	H3K27ac
NM_008842	H3K27ac
NM_001159517	Esrrb
NM_026362	Klf4
NM_011599	Med1
NM_012026	Med1
NM_001042660	Esrrb
NM_001164793	Med1
NM_001164365	H3K27ac
NM_031159	Klf4
NM_178678	H3K4me1
NM_134062	H3K4me1
NM_001024955	Med1
NM_001168289	Esrrb
NM_010687	H3K27ac
NM_010140	Esrrb
NM_008981	Esrrb
NM_001081009	H3K4me1
NM_008538	Sox2
NM_175260	H3K4me1
NM_172882	Klf4
NR_029774	Med1
NM_001034898	H3K4me1
NM_009509	Med1
NM_027782	H3K27ac
NR_003643	Klf4
NM_177735	H3K4me1
NM_026514	Klf4
NM_177639	Med1
NM_013587	Esrrb
NM_001009950	Esrrb
NR_036456	Med1
NM_008777	Med1
NM_019743	H3K27ac
NM_001005343	Klf4
NM_019413	Med1
NM_010164	H3K27ac
NM_028233	Med1
NM_177386	Med1
NM_177278	Med1
NM_018869	Sox2
NM_133189	Klf4
NM_001080813	Klf4
NM_183087	H3K4me1
NM_172867	Klf4
NM_177047	Esrrb
NM_029635	H3K27ac
NM_019564	Klf4
NM_001034899	Sox2
NM_016920	H3K27ac
NM_001161723	H3K4me1
NM_176973	H3K27ac
NM_001113488	Klf4
NM_001001178	Klf4
NM_145476	Esrrb
NM_007826	H3K4me1
NM_025624	H3K27ac
NM_019795	Med1
NM_026558	H3K4me1
NM_175459	Klf4
NM_008665	H3K27ac
NM_001081046	Klf4
NM_001081275	Klf4
NM_029070	H3K4me1
NM_001164583	H3K4me1
NM_024437	H3K4me1
NM_028355	H3K27ac
NM_207651	Klf4
NM_008846	Esrrb
NM_021512	Med1
NM_183188	H3K27ac
NM_001077515	Klf4
NM_008740	Med1
NM_025666	H3K4me1
NM_010349	Klf4
NM_013829	Med1
NM_001113385	Med1
NM_029402	H3K4me1
NM_011738	H3K27ac
NM_027324	Med1
NM_027357	Klf4
NM_177695	Med1
NM_029291	Med1
NM_001159636	H3K27ac
NM_027878	Esrrb
NM_133810	Klf4
NM_177906	H3K4me1
NM_013470	H3K4me1
NM_001039039	Esrrb
NM_133942	Klf4
NM_029869	Esrrb
NM_011915	Med1
NM_053080	Klf4
NM_011634	Nanog
NM_010500	Klf4
NM_001102582	H3K4me1
NM_001005341	H3K4me1
NR_035428	H3K27ac
NM_011480	Klf4
NR_003643	Esrrb
NM_023537	Esrrb
NM_008577	H3K27ac
NR_033552	Esrrb
NM_032000	Esrrb
NM_001081406	Med1
NM_021512	H3K27ac
NM_026864	Med1
NM_172913	H3K4me1
NM_001014288	H3K4me1
NM_008245	Med1
NM_177059	Klf4
NM_001177392	Med1
NM_001039389	Klf4
NM_175328	Med1
NM_001163316	Med1
NM_028182	Med1
NM_175184	Med1
NM_011052	Med1
NM_146068	Klf4
NM_001081217	Esrrb
NR_028589	Esrrb
NM_001037997	Med1
NM_010342	Med1
NM_009371	Klf4
NM_010401	H3K4me1
NM_146188	H3K27ac
NM_009880	Klf4
NM_019409	H3K27ac
NM_001083927	Med1
NM_011424	Med1
NM_029561	Klf4
NM_001037717	H3K4me1
NM_001099303	H3K27ac
NM_001037727	Med1
NM_023908	Sox2
NM_139218	Klf4
NM_010492	H3K27ac
NM_011277	Klf4
NM_001040699	Esrrb
NM_001113527	Klf4
NM_029665	Klf4
NM_207530	Med1
NM_011582	Klf4
NM_133872	Med1
NM_010298	Med1
NM_010678	Klf4
NM_001127265	Esrrb
NM_009031	Esrrb
NM_198886	Med1
NM_009391	Esrrb
NM_177086	Med1
NM_001039493	Esrrb
NM_025696	H3K4me1
NM_175548	Klf4
NM_013829	Nanog
NM_001002896	H3K4me1
NM_023596	Esrrb
NM_011294	Esrrb
NM_001123386	H3K4me1
NM_013665	Med1
NM_027594	Sox2
NM_028940	H3K4me1
NM_001111026	H3K4me1
NM_178678	H3K4me1
NM_001190352	H3K27ac
NM_028451	Med1
NM_013643	Med1
NM_198958	Med1
NM_001025577	H3K4me1
NM_008393	H3K27ac
NM_198419	H3K4me1
NM_010570	H3K4me1
NR_030680	Klf4
NM_138599	Med1
NM_172731	Med1
NM_001012667	Klf4
NM_177271	Esrrb
NM_001161773	H3K4me1
NM_178245	H3K4me1
NM_019697	Esrrb
NR_033634	Med1
NM_001033298	H3K27ac
NM_009692	H3K27ac
NM_015826	Med1
NM_198423	Med1
NM_016721	Med1
NM_009231	Med1
NM_024437	Klf4
NM_007664	Esrrb
NR_028060	H3K27ac
NM_026798	H3K4me1
NM_010279	H3K4me1
NM_024197	Esrrb
NM_019707	Klf4
NM_019805	Klf4
NM_029635	Med1
NM_001113209	Esrrb
NM_007554	Klf4
NM_175752	H3K4me1
NM_010199	H3K4me1
NM_028784	H3K4me1
NM_027188	H3K4me1
NM_009229	Med1
NM_001039530	H3K4me1
NM_001122676	H3K4me1
NM_001160139	Med1
NM_001164763	H3K27ac
NM_001081309	Med1
NR_030484	Med1
NM_007548	H3K27ac
NM_016736	Klf4
NM_011803	H3K27ac
NM_009826	Med1
NM_009407	Med1
NM_026652	H3K4me1
NM_008380	H3K27ac
NM_207282	H3K4me1
NM_198656	H3K4me1
NM_177787	Esrrb
NM_177123	Esrrb
NM_001177871	Esrrb
NM_009035	Klf4
NM_010752	Klf4
NM_008772	Klf4
NM_001033428	H3K27ac
NM_144516	H3K27ac
NM_010325	Klf4
NM_007877	Klf4
NM_173404	Med1
NM_009925	Med1
NM_025445	H3K27ac
NM_001198587	H3K4me1
NM_029837	Esrrb
NM_001085355	Med1
NM_177314	Esrrb
NR_033633	Esrrb
NM_028487	H3K27ac
NM_033564	Klf4
NM_001162933	H3K4me1
NM_175459	Klf4
NM_173774	Klf4
NM_008616	Esrrb
NM_001166705	H3K4me1
NM_001122594	Klf4
NM_175028	Med1
NM_001100458	Med1
NM_010210	Klf4
NM_031257	Klf4
NR_027704	H3K4me1
NM_001004363	Esrrb
NR_015595	Klf4
NM_001033194	H3K27ac
NM_207522	Esrrb
NM_025899	H3K4me1
NM_007951	H3K27ac
NM_019430	H3K4me1
NM_030614	Klf4
NM_019758	H3K27ac
NM_001145804	H3K27ac
NM_011052	Klf4
NM_177292	Klf4
NM_007981	Med1
NM_026484	Med1
NM_001004182	H3K4me1
NM_019482	H3K4me1
NM_026366	Klf4
NM_001011824	H3K4me1
NM_146050	Sox2
NM_007930	H3K4me1
NM_010325	H3K4me1
NM_009564	Klf4
NM_028719	Esrrb
NM_029823	Med1
NM_027677	Med1
NM_027678	Med1
NM_175522	Klf4
NM_001006664	H3K27ac
NM_172290	Esrrb
NM_011424	Klf4
NM_026457	Esrrb
NM_178886	Klf4
NM_001167995	Esrrb
NM_001159548	Med1
NM_001081476	Med1
NM_011360	Klf4
NR_030429	Klf4
NM_001033209	Esrrb
NM_199239	H3K27ac
NM_001098225	Med1
NM_144535	H3K27ac
NM_018732	H3K27ac
NM_181850	H3K4me1
NM_001164805	H3K27ac
NM_008741	Med1
NM_198656	Med1
NM_029238	Klf4
NM_001085355	Med1
NM_001142738	Esrrb
NM_172469	Esrrb
NR_028422	Esrrb
NM_198093	Klf4
NM_009425	Klf4
NM_032465	Med1
NM_026147	Med1
NM_019573	Med1
NM_001143956	H3K4me1
NM_026385	Klf4
NM_001085512	H3K27ac
NM_027559	Klf4
NR_028262	Med1
NM_010480	Klf4
NM_172276	Klf4
NM_001163630	Med1
NR_027973	Esrrb
NM_080563	Med1
NM_028576	H3K4me1
NM_013670	H3K27ac
NM_001081388	Med1
NM_173028	Klf4
NM_199036	H3K27ac
NR_029819	Nanog
NR_033550	Klf4
NM_008083	H3K27ac
NM_052976	H3K4me1
NM_207652	Klf4
NM_009371	H3K4me1
NM_008957	Klf4
NM_027446	Med1
NM_001081172	H3K27ac
NM_175459	Esrrb
NR_030493	H3K4me1
NM_201360	Med1
NM_178255	Klf4
NM_146001	Med1
NR_028311	Klf4
NM_009868	Med1
NM_026521	Klf4
NM_001012765	Klf4
NM_001114311	Med1
NM_175363	Med1
NM_008596	Klf4
NM_008071	Med1
NM_028836	H3K4me1
NM_009692	H3K4me1
NM_001033471	H3K4me1
NM_053270	H3K4me1
NM_025770	H3K27ac
NM_001033365	H3K4me1
NR_030604	H3K4me1
NM_007905	Klf4
NM_001102411	H3K27ac
NM_028850	Med1
NM_183126	Med1
NM_153097	Klf4
NM_007394	Klf4
NM_173181	Klf4
NM_001003948	Klf4
NM_177834	H3K4me1
NM_028561	H3K4me1
NM_013935	Klf4
NM_010315	H3K4me1
NM_029585	H3K27ac
NM_023119	Klf4
NM_013646	Med1
NM_024439	Med1
NM_023066	Klf4
NM_027179	Med1
NM_026115	H3K27ac
NM_033074	Med1
NM_021464	H3K4me1
NM_172673	Esrrb
NM_010710	H3K4me1
NM_133787	Med1
NM_153423	H3K4me1
NM_027050	Klf4
NM_175017	Med1
NM_001164789	Med1
NM_198958	H3K27ac
NM_054077	Klf4
NM_008977	Esrrb
NM_007819	Med1
NM_207255	Klf4
NM_026849	Med1
NM_007826	H3K4me1
NM_009808	Med1
NM_001014288	Klf4
NM_027594	Nanog
NM_009819	Sox2
NM_027614	H3K27ac
NM_007937	Nanog
NR_033481	Med1
NM_175548	Esrrb
NM_178391	H3K4me1
NM_199068	Klf4
NM_001166659	H3K27ac
NM_010900	Med1
NM_027048	Med1
NM_020259	Med1
NM_010276	Klf4
NM_001198570	Med1
NM_010274	H3K4me1
NM_172688	H3K4me1
NM_001012323	H3K4me1
NM_008703	H3K4me1
NM_001163747	H3K4me1
NM_010350	H3K27ac
NM_011610	H3K27ac
NM_009847	H3K27ac
NM_001099319	Esrrb
NM_026189	H3K27ac
NM_007870	H3K4me1
NR_029778	H3K4me1
NM_029182	H3K27ac
NM_001145096	H3K4me1
NM_026234	Klf4
NM_176963	Klf4
NM_023596	Med1
NM_207685	Med1
NM_011364	H3K4me1
NM_027528	H3K4me1
NM_001162933	H3K4me1
NM_133833	Klf4
NM_011157	H3K27ac
NM_016694	H3K27ac
NM_178017	H3K27ac
NM_016773	Med1
NR_030715	Esrrb
NR_035466	H3K27ac
NM_001083587	H3K27ac
NM_016888	Klf4
NM_011817	H3K4me1
NM_008380	H3K4me1
NM_001197321	Klf4
NR_029573	Esrrb
NM_029886	H3K27ac
NM_199467	Klf4
NM_033552	Esrrb
NM_013476	Esrrb
NM_008046	Esrrb
NM_009516	Klf4
NM_020252	Klf4
NM_029569	Klf4
NM_007792	Med1
NM_001004182	H3K27ac
NM_008803	Med1
NM_033074	H3K4me1
NM_001033354	Sox2
NM_001165253	H3K27ac
NM_026936	H3K27ac
NM_001040682	Med1
NR_033607	Med1
NR_028589	Klf4
NM_177082	Klf4
NM_153584	Klf4
NM_001101479	Klf4
NM_016723	H3K4me1
NM_001163019	H3K4me1
NM_001013366	H3K4me1
NM_001145952	Klf4
NM_010325	Esrrb
NM_001159517	H3K27ac
NM_001014981	H3K27ac
NM_016721	H3K4me1
NM_175164	H3K4me1
NM_145465	Klf4
NM_011264	H3K27ac
NM_015753	H3K27ac
NM_001177945	Sox2
NM_146243	Med1
NM_029846	H3K27ac
NM_026599	Med1
NM_001109743	Esrrb
NM_001033237	H3K4me1
NM_001029856	Esrrb
NM_015773	Esrrb
NM_001033765	Med1
NM_001177968	Med1
NM_031198	Klf4
NM_007652	Med1
NM_008212	H3K4me1
NM_178211	Med1
NM_028029	H3K4me1
NM_016866	Klf4
NM_001081127	H3K27ac
NM_029353	Klf4
NM_001081275	H3K27ac
NM_025641	Med1
NM_009237	Esrrb
NM_011532	Nanog
NM_145959	H3K27ac
NR_001461	H3K4me1
NM_027572	H3K4me1
NR_015530	Med1
NM_080469	Esrrb
NM_026189	H3K27ac
NM_029197	Klf4
NM_011157	Klf4
NM_001048057	Klf4
NM_009466	Klf4
NM_001177631	H3K27ac
NM_008908	Med1
NM_001163154	H3K27ac
NM_001191023	Klf4
NM_010051	Klf4
NR_035476	Klf4
NM_001162980	Med1
NR_033450	H3K27ac
NM_030710	Esrrb
NM_007437	H3K27ac
NM_010261	Med1
NM_017382	Med1
NM_144788	H3K4me1
NM_199068	H3K27ac
NM_008183	H3K4me1
NM_026346	Med1
NM_011851	Med1
NM_011673	Med1
NM_001195717	Med1
NM_183355	Klf4
NM_010381	Klf4
NM_172671	Klf4
NM_027898	Med1
NM_001109040	Klf4
NM_011239	Med1
NM_010201	Esrrb
NR_033466	H3K4me1
NM_001037822	H3K4me1
NM_033074	Nanog
NM_173780	Med1
NM_001039493	Klf4
NM_008829	Klf4
NM_175331	H3K27ac
NM_172856	Med1
NM_001081101	Med1
NM_177152	H3K27ac
NR_029647	Klf4
NM_013461	H3K4me1
NM_001099624	H3K27ac
NM_001163642	Med1
NM_001033403	Klf4
NM_007583	Sox2
NM_008069	Esrrb
NM_029920	H3K27ac
NM_013598	Med1
NM_001128090	Med1
NM_025286	Klf4
NM_009471	Klf4
NR_033299	Med1
NM_011448	Klf4
NM_023311	Med1
NM_019413	Med1
NM_025641	H3K27ac
NM_009170	H3K4me1
NM_001081096	Med1
NM_021544	H3K4me1
NM_007697	Med1
NM_028934	Esrrb
NR_027808	Klf4
NM_015804	H3K27ac
NM_001159599	Med1
NM_145611	Klf4
NM_177278	Klf4
NM_031197	Esrrb
NM_172728	Med1
NM_001030306	Med1
NM_178775	Nanog
NR_033542	Klf4
NM_025996	Esrrb
NM_177901	H3K4me1
NM_022319	H3K4me1
NM_001038593	H3K27ac
NM_027602	H3K4me1
NM_013783	H3K4me1
NM_001033636	H3K27ac
NM_007688	Esrrb
NM_007530	Med1
NM_009623	Med1
NM_177816	Klf4
NR_024085	H3K4me1
NM_029570	H3K4me1
NM_019640	Esrrb
NM_001081236	Esrrb
NM_173780	Esrrb
NM_146002	Klf4
NM_198657	Med1
NM_178886	H3K27ac
NM_007914	Med1
NM_026276	H3K4me1
NM_001195717	H3K27ac
NM_001014981	H3K27ac
NM_008370	Med1
NM_177224	Klf4
NM_001170954	Klf4
NM_001042591	Esrrb
NM_198958	Klf4
NM_001081302	H3K4me1
NR_028285	H3K4me1
NM_023538	Esrrb
NM_177819	H3K4me1
NM_001029838	Klf4
NM_011858	H3K27ac
NM_009262	Sox2
NM_007825	Esrrb
NM_133872	Klf4
NM_054043	Med1
NM_148922	H3K27ac
NM_001165253	Esrrb
NR_029591	Med1
NM_001005864	H3K4me1
NM_001039521	Klf4
NM_001081960	Med1
NM_001109040	H3K27ac
NM_023792	Med1
NR_003523	Med1
NM_029760	Med1
NM_001177871	Med1
NM_008862	Esrrb
NM_008856	H3K27ac
NR_033633	Klf4
NM_026165	Sox2
NM_133821	H3K4me1
NM_001134697	H3K4me1
NM_023655	H3K27ac
NR_030680	H3K4me1
NM_019715	Klf4
NM_001110274	Med1
NM_010580	Med1
NR_029774	H3K27ac
NM_011364	H3K27ac
NR_033459	Med1
NM_011884	H3K4me1
NR_033447	H3K4me1
NM_009022	H3K4me1
NM_001114311	Esrrb
NM_011898	Klf4
NM_030708	Esrrb
NM_007395	Klf4
NM_001198587	Esrrb
NM_033523	Klf4
NM_009564	Esrrb
NM_001024474	Med1
NM_027455	Esrrb
NM_025522	Klf4
NR_035476	Klf4
NM_008947	Klf4
NR_033456	H3K4me1
NM_027514	Klf4
NM_011033	H3K4me1
NR_015512	H3K4me1
NM_009011	Esrrb
NM_178751	Klf4
NM_152220	Med1
NM_009564	Klf4
NM_009834	Klf4
NM_001081436	Med1
NM_001101585	Med1
NM_009873	Med1
NR_029592	Esrrb
NM_001110146	Esrrb
NM_001102670	Esrrb
NM_027300	H3K4me1
NM_207282	Klf4
NM_177680	Med1
NM_001163189	Med1
