Gene	Transcription_factor
NM_013598	H3K4me1
NM_181414	H3K27ac
NM_175836	H3K4me1
NM_001143683	Klf4
NM_008927	Esrrb
NM_177330	H3K27ac
NM_001170669	Sox2
NM_178589	Esrrb
NM_001113420	Klf4
NM_178725	H3K4me1
NM_010028	H3K4me1
NM_026824	Esrrb
NM_001081039	H3K4me1
NM_021506	Med1
NM_009640	Nanog
NM_028898	Klf4
NM_011305	Med1
NM_001039167	H3K4me1
NM_019919	H3K4me1
NM_027166	H3K4me1
NM_028388	Med1
NM_009856	Klf4
NM_172850	Esrrb
NM_001164801	Klf4
NR_033538	Esrrb
NM_183096	Sox2
NM_153085	Esrrb
NR_033450	Klf4
NM_029012	Klf4
NM_001080134	H3K4me1
NM_133791	H3K4me1
NM_009345	Nanog
NR_033616	Esrrb
NM_026295	Klf4
NM_001166501	Klf4
NM_001033532	Esrrb
NM_011440	Med1
NM_172143	Med1
NM_022378	Esrrb
NM_146151	Sox2
NM_013592	Sox2
NM_172992	Med1
NM_011582	H3K4me1
NR_033600	H3K4me1
NM_177614	Sox2
NM_146311	Klf4
NM_025423	Esrrb
NM_010133	H3K27ac
NM_013655	Esrrb
NM_022027	H3K4me1
NM_177397	H3K4me1
NM_001033530	Med1
NM_139308	H3K4me1
NM_001033548	Klf4
NM_172872	H3K27ac
NM_133740	Med1
NM_007961	Med1
NR_024139	H3K4me1
NM_001037539	Sox2
NM_013655	H3K27ac
NM_020025	H3K4me1
NM_207245	H3K27ac
NM_009727	Klf4
NM_153565	Nanog
NM_009065	Med1
NM_026438	Esrrb
NM_031166	H3K27ac
NM_177305	Esrrb
NM_028162	Sox2
NM_009521	Klf4
NR_002702	Klf4
NM_181317	H3K4me1
NM_001081157	H3K4me1
NM_173069	Klf4
NM_029008	Esrrb
NM_008199	Esrrb
NM_021377	H3K4me1
NM_001177394	H3K4me1
NM_001172207	Klf4
NM_022025	Esrrb
NM_007439	Klf4
NM_172928	Esrrb
NM_177596	H3K27ac
NM_028399	Med1
NM_010578	H3K4me1
NM_001081155	Sox2
NM_144817	H3K4me1
NM_177408	H3K4me1
NM_178935	Klf4
NM_001161329	Klf4
NM_001145759	Klf4
NM_010280	Med1
NM_001163754	Med1
NM_011800	H3K27ac
NM_011446	H3K27ac
NM_018823	Klf4
NM_001081217	H3K27ac
NR_028586	Med1
NM_027544	H3K4me1
NM_172834	H3K4me1
NM_027973	H3K27ac
NR_035476	Med1
NM_001109743	Klf4
NM_001122768	Sox2
NM_001081163	H3K4me1
NM_153585	Med1
NM_009941	Klf4
NM_010051	Esrrb
NM_021359	Sox2
NM_011156	Med1
NM_145933	H3K27ac
NM_175473	H3K4me1
NM_001164195	Nanog
NM_199056	Sox2
NM_031166	H3K4me1
NM_138753	H3K4me1
NM_011500	Klf4
NM_027238	H3K27ac
NM_178620	Klf4
NM_010325	H3K4me1
NM_017369	H3K4me1
NM_172786	Klf4
NM_146819	Esrrb
NM_001081337	Med1
NM_021566	H3K27ac
NR_033538	H3K4me1
NM_001163630	Klf4
NM_172294	Klf4
NM_017475	Klf4
NM_144518	Klf4
NM_022657	Med1
NM_011273	Klf4
NM_133700	Med1
NM_030732	Med1
NM_011978	H3K4me1
NM_026100	H3K4me1
NR_002862	Med1
NM_053083	Klf4
NM_001145954	Klf4
NM_053264	Esrrb
NM_001159548	Klf4
NM_001033440	Klf4
NM_029640	H3K27ac
NM_018810	Klf4
NM_010407	H3K4me1
NM_010427	Med1
NM_001104614	H3K4me1
NM_029736	H3K4me1
NM_001111121	H3K4me1
NM_025642	Med1
NM_001001980	Esrrb
NM_025919	Med1
NM_025696	Med1
NM_009564	Med1
NM_001159569	Esrrb
NM_001177525	Esrrb
NM_173385	Med1
NM_023631	Esrrb
NM_139206	Med1
NM_017382	H3K4me1
NM_001113401	Esrrb
NM_173189	Esrrb
NM_016804	Klf4
NM_007818	Klf4
NM_013923	H3K27ac
NR_027894	Klf4
NM_009136	Med1
NM_010288	Klf4
NR_030464	Esrrb
NM_177047	H3K4me1
NM_013715	Klf4
NM_011440	Klf4
NM_001159683	Esrrb
NM_007584	Nanog
NM_009270	Klf4
NR_033221	Esrrb
NM_010508	Esrrb
NM_001145162	Esrrb
NM_009455	Klf4
NM_138744	Nanog
NM_145838	Sox2
NM_024248	Sox2
NM_001042411	Klf4
NM_201366	Klf4
NM_026830	H3K4me1
NM_010279	H3K4me1
NR_033762	H3K4me1
NM_001017525	Sox2
NM_001161629	Med1
NM_009686	H3K4me1
NM_001018042	Klf4
NM_001164805	Med1
NM_153588	H3K4me1
NM_025700	Klf4
NR_015372	H3K27ac
NM_011884	Esrrb
NM_009510	H3K4me1
NM_016981	Klf4
NM_001164594	Klf4
NM_019409	Med1
NM_145967	H3K27ac
NM_007792	Esrrb
NM_028499	Klf4
NR_027699	Klf4
NM_027707	Esrrb
NM_001104632	Esrrb
NM_001163919	Esrrb
NM_026448	H3K27ac
NM_175465	Sox2
NM_001033428	Sox2
NM_027288	H3K4me1
NM_029456	Esrrb
NM_001037539	H3K4me1
NM_011206	H3K4me1
NM_021387	Sox2
NM_011443	H3K4me1
NM_001034891	H3K4me1
NM_001025377	Sox2
NM_011658	Med1
NM_130878	Sox2
NM_007395	Med1
NM_007550	H3K27ac
NM_172415	H3K4me1
NM_011821	H3K4me1
NM_011156	H3K4me1
NM_177330	Esrrb
NM_028757	H3K27ac
NM_009466	Med1
NM_001025246	H3K4me1
NM_177740	Klf4
NM_026315	H3K4me1
NM_172851	H3K4me1
NM_026209	Klf4
NR_033589	Med1
NM_178610	Sox2
NM_001145919	Klf4
NM_080563	Esrrb
NM_145742	Med1
NM_027722	Med1
NR_033447	Esrrb
NM_001093776	Sox2
NM_181348	H3K4me1
NM_133214	H3K4me1
NM_027941	H3K4me1
NM_010162	Esrrb
NM_029401	Med1
NM_178670	Med1
NM_207214	Sox2
NM_199467	Med1
NM_010427	Med1
NM_194065	H3K4me1
NM_172989	H3K4me1
NM_011402	Med1
NM_001177945	Med1
NM_001101452	Esrrb
NM_178689	Nanog
NM_011199	Med1
NM_029585	H3K4me1
NM_011443	H3K4me1
NM_001142953	H3K4me1
NM_001081400	H3K4me1
NM_025673	H3K27ac
NM_001081198	Klf4
NM_001033765	Klf4
NM_133442	Med1
NM_133897	Klf4
NM_011077	Med1
NM_010207	Esrrb
NM_146244	Klf4
NM_023680	Klf4
NR_015579	Esrrb
NM_178259	H3K4me1
NM_001198570	Esrrb
NM_010683	Med1
NM_145591	H3K4me1
NM_178256	Klf4
NM_013723	H3K4me1
NM_001029878	Klf4
NM_028654	H3K27ac
NM_172630	Esrrb
NM_001076554	Med1
NM_181414	Med1
NM_030749	H3K4me1
NM_183186	Esrrb
NM_008888	Med1
NR_033138	Esrrb
NM_011724	Esrrb
NR_015546	Klf4
NM_183289	H3K4me1
NM_001003951	H3K4me1
NM_001081445	H3K27ac
NM_025316	Klf4
NM_029884	H3K27ac
NM_027602	Med1
NM_025494	H3K27ac
NM_001134384	Klf4
NM_172706	H3K4me1
NM_001098171	H3K4me1
NM_146050	H3K4me1
NM_001013580	Med1
NM_020622	Sox2
NM_033524	Klf4
NM_009452	Esrrb
NM_008853	H3K4me1
NM_172579	H3K4me1
NM_010330	H3K4me1
NM_023755	H3K27ac
NM_001002895	H3K4me1
NM_172120	Med1
NM_181752	Klf4
NM_026104	H3K27ac
NM_173437	H3K4me1
NM_001081155	H3K4me1
NM_001113351	H3K27ac
NM_172589	Med1
NM_028554	Med1
NM_001081377	Klf4
NM_172870	Klf4
NM_175529	Med1
NM_194262	Esrrb
NM_181850	Esrrb
NM_001037743	Sox2
NM_027992	Med1
NM_175445	Med1
NM_007666	Klf4
NM_015823	Med1
NM_010703	Esrrb
NM_011093	Sox2
NR_015543	H3K4me1
NM_207677	Sox2
NM_001159361	H3K27ac
NM_009349	H3K27ac
NM_011351	Klf4
NM_001029856	Med1
NM_001081222	Med1
NM_001163420	H3K4me1
NM_175353	Klf4
NM_001025431	Esrrb
NM_008401	Sox2
NM_153582	Med1
NM_001110216	Med1
NM_145465	Nanog
NM_019427	H3K27ac
NM_001160251	Klf4
NM_153055	Klf4
NM_026470	Klf4
NR_028329	Med1
NM_029210	Med1
NM_010075	Sox2
NM_001163064	Med1
NM_175432	Med1
NM_028803	Sox2
NM_026315	Esrrb
NM_025788	Esrrb
NM_144902	Esrrb
NR_033634	H3K27ac
NM_139294	H3K4me1
NM_008380	Med1
NR_035442	Klf4
NR_015499	Esrrb
NM_027321	Med1
NM_177614	Klf4
NM_007470	Klf4
NM_027919	Klf4
NM_011544	Nanog
NM_008575	Klf4
NM_175028	Med1
NM_019960	Klf4
NM_207238	H3K4me1
NR_030403	H3K4me1
NM_009472	Esrrb
NM_001081052	Klf4
NM_001145920	Esrrb
NM_008598	Esrrb
NM_001081351	Esrrb
NM_009814	Klf4
NM_029746	Med1
NM_181317	Med1
NM_001163032	H3K4me1
NM_001024918	Klf4
NM_028860	H3K4me1
NM_027815	Nanog
NM_012006	H3K27ac
NR_003643	Nanog
NM_001083127	Med1
NM_008969	Klf4
NM_019999	Med1
NM_001159517	H3K4me1
NM_027749	H3K4me1
NR_033466	H3K4me1
NM_011173	H3K4me1
NM_001162884	H3K4me1
NM_001085453	Esrrb
NM_010718	Esrrb
NM_009738	H3K4me1
NM_152817	Esrrb
NM_008842	Esrrb
NM_001012726	Esrrb
NM_009433	Klf4
NM_027678	Esrrb
NM_001162979	H3K27ac
NM_013827	Klf4
NM_011405	H3K27ac
NM_028680	H3K4me1
NM_001170868	H3K4me1
NM_011402	H3K4me1
NM_022378	H3K4me1
NM_009234	Med1
NM_146198	H3K27ac
NM_183028	Med1
NM_031174	Sox2
NM_145142	Med1
NM_027884	H3K4me1
NM_201360	H3K4me1
NM_011883	Med1
NM_023697	H3K4me1
NM_030719	H3K4me1
NM_029587	Esrrb
NM_010064	Med1
NM_172882	Med1
NM_133749	Nanog
NR_033140	Klf4
NR_030497	H3K27ac
NM_008074	Sox2
NM_001161665	H3K27ac
NM_019735	Med1
NM_023842	H3K4me1
NM_028339	Klf4
NM_173746	Esrrb
NM_173425	Esrrb
NM_198419	Med1
NR_004417	Esrrb
NM_028046	Esrrb
NM_178255	H3K27ac
NM_177376	Med1
NM_031376	Med1
NM_207255	Klf4
NM_025985	Med1
NR_015588	H3K4me1
NM_007419	Klf4
NM_001161629	Klf4
NM_013822	Nanog
NM_175642	Med1
NM_001162906	Klf4
NM_021424	Sox2
NM_145742	Klf4
NR_030701	Klf4
NM_001145952	H3K27ac
NM_153087	Klf4
NM_001163316	H3K27ac
NM_008482	Esrrb
NM_007670	H3K4me1
NM_011858	Med1
NM_001128092	Esrrb
NR_033541	Sox2
NM_008465	Med1
NM_001164789	Esrrb
NR_036596	Sox2
NM_080469	Klf4
NM_018824	Esrrb
NM_028264	H3K4me1
NM_009192	Sox2
NR_030715	Klf4
NR_024328	H3K27ac
NM_023239	Klf4
NM_009337	Med1
NM_026058	Med1
NM_198037	H3K4me1
NM_009352	Klf4
NM_008740	H3K27ac
NM_007792	H3K4me1
NM_008924	Esrrb
NM_023755	Klf4
NM_030719	H3K27ac
NM_019752	Med1
NM_016804	Esrrb
NM_001162933	Med1
NM_001039556	Med1
NM_023363	H3K27ac
NM_172393	H3K4me1
NM_144896	Klf4
NM_011721	Med1
NM_024255	Med1
NM_001081125	Klf4
NM_010828	Klf4
NM_145742	H3K4me1
NM_001160251	H3K27ac
NM_019740	Sox2
NM_026644	Med1
NM_025809	Klf4
NM_027919	H3K4me1
NM_026880	Med1
NM_007966	Med1
NM_001163592	Med1
NM_021377	Klf4
NM_001024478	H3K4me1
NM_001081400	Med1
NM_176920	Esrrb
NM_027828	Med1
NM_010882	H3K27ac
NM_008533	Med1
NM_153157	Nanog
NM_172650	H3K4me1
NM_010733	Sox2
NM_177059	Sox2
NM_020510	Esrrb
NM_011264	Sox2
NM_175245	H3K4me1
NM_029999	Med1
NR_003959	H3K4me1
NM_009031	Klf4
NM_054051	H3K4me1
NM_145537	H3K4me1
NM_178923	Med1
NM_016959	Med1
NM_001081291	H3K4me1
NM_009869	Med1
NM_010820	Med1
NM_001081144	H3K27ac
NM_009292	H3K4me1
NM_054094	H3K27ac
NM_019706	H3K4me1
NM_009433	H3K4me1
NM_010658	H3K4me1
NM_011040	Klf4
NM_025511	Med1
NM_008696	Med1
NM_001081426	Med1
NM_011600	H3K27ac
NM_153423	Klf4
NM_178779	Med1
NM_011936	H3K27ac
NM_198423	Esrrb
NM_028610	H3K4me1
NM_030047	H3K4me1
NM_029660	H3K27ac
NM_028712	Med1
NM_001085512	H3K4me1
NM_153153	H3K4me1
NM_007966	Med1
NM_020296	Nanog
NM_010351	Med1
NM_001163357	Esrrb
NM_029798	Esrrb
NM_134117	Esrrb
NM_023333	Esrrb
NM_177386	Esrrb
NM_177474	Nanog
NM_177855	H3K4me1
NM_007868	Sox2
NM_180974	H3K27ac
NM_199158	Klf4
NM_028860	Klf4
NM_019735	H3K4me1
NM_080561	H3K27ac
NM_001039556	H3K4me1
NM_001146292	H3K4me1
NM_008670	Esrrb
NM_001081048	H3K27ac
NR_033491	Med1
NM_027677	Sox2
NM_181547	H3K27ac
NM_008532	H3K27ac
NM_026959	Med1
NM_133216	Med1
NM_177152	Klf4
NM_001113527	H3K4me1
NM_027395	H3K4me1
NM_015773	Med1
NM_027482	H3K4me1
NM_134224	Nanog
NM_009191	Esrrb
NM_144810	Esrrb
NM_134117	Med1
NR_015556	H3K27ac
NM_001163836	H3K27ac
NM_177639	H3K27ac
NM_010165	Klf4
NM_026082	Med1
NM_001166408	H3K27ac
NM_146920	H3K4me1
NM_013822	Sox2
NM_010325	Med1
NM_015753	H3K4me1
NM_011705	Med1
NM_146920	Med1
NM_008069	H3K4me1
NR_030762	Esrrb
NM_133740	Esrrb
NM_172827	H3K4me1
NR_024257	H3K27ac
NM_007985	H3K27ac
NM_025835	Med1
NM_145223	Esrrb
NM_199068	Med1
NM_026840	H3K27ac
NM_001115150	Klf4
NM_027671	Klf4
NM_001013829	Med1
NM_009214	Med1
NM_001013382	H3K4me1
NM_007585	Klf4
NM_027994	Sox2
NM_054103	Esrrb
NM_001168526	H3K4me1
NM_009009	Esrrb
NM_028638	H3K4me1
NM_172385	H3K27ac
NM_019427	Med1
NM_010075	Med1
NM_013512	Esrrb
NM_028456	Med1
NM_001099299	Esrrb
NM_013501	H3K27ac
NM_009100	Esrrb
NM_177782	Med1
NM_172887	Sox2
NM_009510	Klf4
NM_011245	Sox2
NM_145155	H3K4me1
NM_015818	H3K4me1
NM_001177464	Klf4
NM_146227	Med1
NM_026936	Klf4
NM_178779	H3K27ac
NM_008635	Klf4
NM_001033359	H3K4me1
NM_001081202	H3K27ac
NM_001085440	Klf4
NM_001163512	H3K27ac
NM_026799	Klf4
NM_172868	Med1
NM_011247	Med1
NM_010267	Med1
NM_172579	Sox2
NM_172653	Esrrb
NM_001110147	H3K27ac
NM_010566	H3K27ac
NM_001099328	H3K27ac
NM_027238	Med1
NM_029525	H3K27ac
NM_080285	Klf4
NM_015769	Nanog
NM_172694	H3K4me1
NM_130450	H3K4me1
NM_029648	H3K4me1
NM_178309	Esrrb
NM_028956	Esrrb
NR_033607	Klf4
NM_010932	H3K4me1
NM_207221	H3K4me1
NM_001127330	Med1
NR_030429	H3K27ac
NM_144541	Sox2
NM_028058	Med1
NM_001101510	Med1
NM_022305	Med1
NM_145456	Med1
NM_001134460	Esrrb
NM_028724	Klf4
NM_001128086	Klf4
NM_001040426	Klf4
NM_013685	Med1
NM_001109914	Med1
NM_001098836	H3K27ac
NM_010890	Klf4
NM_001113559	Med1
NM_146244	H3K27ac
NR_027808	H3K4me1
NM_001167891	H3K4me1
NM_019697	H3K4me1
NM_175265	Klf4
NM_010950	Sox2
NM_172573	Klf4
NM_145967	Esrrb
NM_178701	Klf4
NM_030718	Klf4
NM_021424	H3K4me1
NM_172258	H3K27ac
NM_028046	Klf4
NM_146054	Klf4
NM_145216	Med1
NM_024171	H3K4me1
NM_001162999	H3K4me1
NM_008005	Klf4
NM_020252	H3K4me1
NM_008115	H3K4me1
NM_173447	H3K27ac
NM_013571	H3K27ac
NM_028871	Klf4
NM_019724	Esrrb
NM_007877	Klf4
NM_023794	Med1
NM_016709	Esrrb
NM_031881	Med1
NM_007873	Klf4
NM_029286	Med1
NM_172490	H3K27ac
NM_001170847	H3K4me1
NM_019926	Esrrb
NM_153534	Esrrb
NM_030719	Klf4
NM_013823	Klf4
NM_008719	Esrrb
NM_001102411	Med1
NM_020584	Esrrb
NM_001005847	Esrrb
NM_009191	Med1
NM_009349	Esrrb
NM_001163611	Med1
NM_020606	Klf4
NM_145539	Med1
NM_175460	Klf4
NM_175631	Esrrb
NM_023129	H3K27ac
NM_001195672	H3K27ac
NM_172867	Med1
NM_001034013	Esrrb
NM_029372	H3K27ac
NM_026644	Esrrb
NM_178779	H3K27ac
NM_001085387	H3K4me1
NM_172544	Esrrb
NM_001001295	Med1
NM_177603	H3K27ac
NM_009279	H3K27ac
NM_010210	Sox2
NM_001005864	Nanog
NM_027964	H3K4me1
NM_172865	H3K4me1
NM_027342	Klf4
NM_031159	Med1
NM_172882	Klf4
NM_180974	Med1
NM_178606	Esrrb
NM_178775	Sox2
NM_001081329	Esrrb
NM_020584	Esrrb
NM_175328	H3K27ac
NM_176930	Sox2
NM_001081695	H3K4me1
NM_001102411	H3K4me1
NM_009918	Klf4
NM_013712	H3K27ac
NM_019712	Sox2
NM_177082	Med1
NM_001039104	Sox2
NM_173404	Esrrb
NM_019760	Esrrb
NM_023537	Med1
NM_175518	H3K4me1
NM_009628	H3K27ac
NM_011917	Med1
NM_001081027	Klf4
NM_019819	H3K27ac
NM_028462	Esrrb
NM_001163592	Klf4
NM_001170787	Esrrb
NM_134046	Klf4
NM_019784	Klf4
NM_152815	Sox2
NM_145525	H3K27ac
NM_145218	Sox2
NM_008567	H3K4me1
NM_080288	H3K27ac
NM_009847	Klf4
NM_022410	Esrrb
NM_176952	Esrrb
NM_172989	Med1
NM_001033163	H3K27ac
NM_001081173	H3K4me1
NM_026799	H3K4me1
NM_022305	H3K4me1
NM_013881	H3K4me1
NM_001081270	Med1
NM_001004182	Esrrb
NM_011260	Sox2
NM_175751	Esrrb
NR_029799	Esrrb
NM_007897	Klf4
NM_001159599	Esrrb
NM_175642	Nanog
NM_001048057	H3K27ac
NM_001163754	Med1
NM_001168589	Klf4
NM_010436	Klf4
NM_008533	Klf4
NM_080288	Klf4
NM_026840	Klf4
NM_198295	H3K4me1
NM_001163754	H3K4me1
NM_011380	H3K27ac
NM_028773	Med1
NM_007578	Med1
NR_029822	Esrrb
NM_009539	H3K27ac
NM_029823	Klf4
NM_001126316	Esrrb
NM_009826	Nanog
NM_028203	Med1
NM_178391	Klf4
NM_025335	Nanog
NM_010816	Sox2
NM_028654	Med1
NM_001101597	Klf4
NM_012061	Esrrb
NM_001114386	Med1
NM_001109990	Esrrb
NM_146227	H3K4me1
NM_134062	H3K27ac
NM_139272	Med1
NR_029592	Med1
NR_002867	Klf4
NM_009105	H3K27ac
NM_001164789	Med1
NM_008048	Med1
NM_178280	Sox2
NM_001170591	Klf4
NM_015794	Klf4
NM_025635	H3K4me1
NM_017400	Klf4
NM_173739	Med1
NM_008507	H3K4me1
NM_008183	H3K27ac
NM_012000	H3K4me1
NM_172938	Med1
NM_013825	Esrrb
NM_015823	Med1
NM_001128308	Klf4
NM_025956	Esrrb
NM_198657	Klf4
NM_001085453	H3K4me1
NR_033454	H3K4me1
NM_030719	Klf4
NM_199068	Med1
NM_001110163	Med1
NM_013823	Esrrb
NM_013935	Klf4
NM_144902	Klf4
NM_080455	H3K27ac
NM_174848	H3K27ac
NM_176952	H3K27ac
NM_001024474	H3K27ac
NM_020252	H3K27ac
NM_028133	Esrrb
NM_199239	Med1
NM_009834	Med1
NM_198886	H3K4me1
NM_027974	H3K27ac
NM_013626	H3K27ac
NM_009307	H3K4me1
NM_175164	Klf4
NR_033786	Sox2
NM_025283	H3K4me1
NM_008499	Esrrb
NR_027973	Klf4
NM_001167922	Klf4
NR_035476	H3K4me1
NR_027993	Sox2
NM_183221	Esrrb
NM_011682	H3K27ac
NM_007957	Esrrb
NM_001080963	Sox2
NM_153117	Klf4
NM_010311	Klf4
NM_172471	Klf4
NM_183126	H3K4me1
NM_020259	Sox2
NM_177776	Med1
NM_027749	Med1
NM_008379	Med1
NM_026931	Klf4
NM_026407	H3K4me1
NM_010295	H3K4me1
NM_011705	Klf4
NM_207636	Esrrb
NM_176850	Esrrb
NM_009918	H3K27ac
NM_145356	H3K4me1
NM_145123	H3K27ac
NM_177787	H3K4me1
NM_016781	H3K27ac
NM_001011780	H3K4me1
NM_013464	H3K4me1
NM_175283	Sox2
NM_177660	Med1
NM_010570	Klf4
NM_011544	Sox2
NM_146106	H3K27ac
NM_010131	Sox2
NM_012005	Esrrb
NM_177420	Esrrb
NM_033523	H3K4me1
NM_177173	H3K4me1
NM_001099309	Klf4
NM_146036	Klf4
NM_001159683	Klf4
NM_053270	Med1
NM_011141	Med1
NM_001167976	Med1
NM_001145919	H3K4me1
NM_174996	H3K4me1
NM_145990	H3K4me1
NM_029572	H3K4me1
NM_001033191	Esrrb
NM_013486	H3K27ac
NM_012003	Med1
NM_007625	Klf4
NM_029128	H3K4me1
NR_027858	H3K4me1
NR_029799	H3K4me1
NM_207652	H3K27ac
NM_001163760	H3K27ac
NM_001163445	Sox2
NM_153512	H3K4me1
NM_033074	Med1
NM_177387	H3K4me1
NM_177695	Esrrb
NM_181850	Med1
NM_173746	Med1
NM_023624	Esrrb
NM_030178	Esrrb
NM_026367	Med1
NM_183087	Med1
NM_001146324	H3K27ac
NM_172662	Med1
NM_013882	H3K27ac
NM_177572	Med1
NM_033509	Klf4
NM_009424	Med1
NM_024277	Esrrb
NM_011851	Klf4
NM_025445	Med1
NM_001081060	H3K4me1
NM_011268	Klf4
NM_175308	Med1
NM_199022	Esrrb
NM_009680	H3K27ac
NR_029647	Nanog
NM_001081223	H3K27ac
NM_009172	H3K27ac
NM_028116	Med1
NM_027093	Med1
NM_001103367	Nanog
NM_011851	Nanog
NM_008684	H3K27ac
NM_009868	Sox2
NM_001081067	H3K4me1
NM_008070	H3K4me1
NM_028203	H3K4me1
NM_011629	Esrrb
NM_030199	H3K27ac
NM_011443	H3K27ac
NM_021470	Klf4
NM_001080813	H3K4me1
NM_011821	H3K4me1
NM_025895	H3K27ac
NM_175515	H3K4me1
NM_001098171	H3K4me1
NM_027787	H3K4me1
NM_022000	Esrrb
NM_029581	Klf4
NM_030022	Klf4
NM_001039652	Esrrb
NM_028116	Klf4
NM_001081400	Esrrb
NM_028610	Nanog
NM_008095	H3K27ac
NM_198102	Med1
NM_177271	H3K27ac
NM_177863	Nanog
NR_030491	Klf4
NM_001163271	Med1
NM_013805	Esrrb
NM_012026	H3K4me1
NM_053171	Med1
NM_019929	Klf4
NM_173767	Esrrb
NM_009513	H3K4me1
NM_001083927	Klf4
NM_023603	Klf4
NM_023755	H3K4me1
NM_145448	H3K27ac
NM_030199	Med1
NM_138654	H3K4me1
NM_011545	H3K4me1
NR_002862	H3K4me1
NM_027570	Klf4
NM_173181	Med1
NM_178377	Med1
NM_172162	Med1
NM_001004143	H3K4me1
NM_011857	Med1
NM_008278	H3K4me1
NM_010148	Med1
NM_028638	Med1
NM_001081064	H3K27ac
NM_172496	Klf4
NM_008709	Klf4
NM_025814	Klf4
NM_181754	H3K27ac
NM_177589	H3K4me1
NM_009625	Med1
NM_010075	H3K4me1
NM_001033427	H3K27ac
NM_008017	Esrrb
NM_020025	Med1
NM_207583	Esrrb
NM_008628	Esrrb
NM_026521	Klf4
NM_172579	Med1
NM_027324	Esrrb
NM_026821	H3K4me1
NM_008393	Med1
NM_013518	H3K4me1
NM_010351	H3K4me1
NM_001081400	Klf4
NM_178695	Klf4
NM_011380	Esrrb
NM_009667	Klf4
NM_028343	Med1
NM_001195271	Klf4
NM_133882	Klf4
NR_035428	Med1
NM_134156	Esrrb
NM_001081157	Klf4
NM_019743	Med1
NM_001168539	Esrrb
NM_177782	H3K4me1
NM_007530	H3K4me1
NM_009344	Esrrb
NM_026746	Med1
NM_001161629	H3K4me1
NM_134046	H3K27ac
NM_008988	Nanog
NM_008137	Klf4
NM_024439	H3K4me1
NM_053014	Klf4
NM_001161628	H3K27ac
NM_001166408	Med1
NM_144912	Med1
NM_015736	Med1
NR_029814	Klf4
NM_007901	Esrrb
NM_001005341	Med1
NM_007548	H3K4me1
NM_001190371	H3K4me1
NM_009007	Klf4
NM_001085542	H3K4me1
NM_001013393	Med1
NR_029647	Med1
NM_172053	H3K4me1
NM_144896	Klf4
NM_009564	H3K4me1
NR_003634	Med1
NM_001163640	H3K4me1
NM_139294	Med1
NR_029592	Esrrb
NM_007583	Nanog
NM_175164	Esrrb
NM_026362	Esrrb
NM_007693	Med1
NM_024255	Klf4
NM_029665	Med1
NM_028916	Klf4
NM_027976	Med1
NM_008393	H3K4me1
NM_172621	Med1
NM_001161665	Med1
NM_023243	H3K27ac
NR_030482	Klf4
NM_153382	Med1
NM_027010	Med1
NM_009519	Med1
NM_008002	Med1
NM_011828	H3K27ac
NM_001033420	H3K27ac
NR_015558	Esrrb
NM_013743	Esrrb
NM_010210	H3K4me1
NM_178606	Klf4
NM_178256	Med1
NM_007390	H3K4me1
NM_175522	Sox2
NM_001167691	Klf4
NM_030718	H3K4me1
NM_153591	Sox2
NM_007914	Klf4
NM_020252	Sox2
NM_011580	H3K4me1
NM_183188	H3K4me1
NM_023370	H3K4me1
NM_007496	Med1
NM_026574	Esrrb
NM_144955	Esrrb
NM_173767	Klf4
NM_001077202	Med1
NM_194268	Med1
NR_033492	H3K4me1
NM_134257	H3K4me1
NM_153157	H3K4me1
NM_001161773	Med1
NM_001004139	Med1
NM_023734	Med1
NM_001080927	Med1
NM_001085355	H3K4me1
NM_012061	Med1
NM_025336	H3K4me1
NM_027468	Sox2
NM_007930	H3K4me1
NM_001039493	Klf4
NM_008664	H3K27ac
NM_009771	Med1
NM_199239	Med1
NM_028499	H3K4me1
NM_001099674	Med1
NM_027001	Med1
NM_010680	Esrrb
NM_183188	Med1
NM_011481	H3K27ac
NM_173437	Klf4
NR_028030	Med1
NM_007585	Med1
NM_010683	Klf4
NM_026315	H3K27ac
NM_001167898	Esrrb
NM_011915	Med1
NM_029458	Klf4
NM_016697	H3K4me1
NM_001159290	H3K4me1
NM_029277	H3K4me1
NM_013512	H3K27ac
NM_133832	Klf4
NM_001101479	Klf4
NM_175465	H3K27ac
NM_001081445	Med1
NM_183104	Klf4
NR_035452	Klf4
NM_001146012	H3K27ac
NM_001081291	Nanog
NM_030219	Med1
NM_080468	Sox2
NM_177475	H3K27ac
NM_134156	H3K4me1
NM_011803	H3K4me1
NM_010349	Klf4
NM_172896	Nanog
NM_172709	Med1
NM_011348	Klf4
NM_009776	Med1
NM_001039389	Med1
NM_023233	H3K27ac
NM_001025606	H3K27ac
NM_027093	Klf4
NM_016736	H3K4me1
NM_029525	Klf4
NM_173437	H3K4me1
NM_008969	H3K4me1
NM_001007577	H3K4me1
NM_001042660	Klf4
NM_025807	Med1
NM_026968	Klf4
NM_020557	Med1
NM_033652	Med1
NM_211138	Esrrb
NM_008670	Klf4
NM_001014996	Med1
NM_009100	H3K27ac
NM_178892	Klf4
NR_030242	Klf4
NM_001134383	Nanog
NM_001168623	Sox2
NR_033138	H3K4me1
NM_026576	Klf4
NM_001177776	Klf4
NM_027195	Klf4
NM_020258	Klf4
NM_145823	Med1
NM_013822	Klf4
NM_001024703	Klf4
NM_016749	Klf4
NM_145916	H3K27ac
NM_008482	H3K4me1
NM_012005	H3K4me1
